Handle,Varenavn,Fargenavn,Str-navn,eanplu,Innkjøpspris,Salgspris,Antall
KB0KB05879BDS,ESSENTIAL DOWN JACKET,Black,10,8720111609436,714.0,1999,2
KB0KB05879BDS,ESSENTIAL DOWN JACKET,Black,10,8720111609436,714.0,1999,1
KB0KB05879BDS,ESSENTIAL DOWN JACKET,Black,12,8720111609443,714.0,1999,3
KB0KB05879BDS,ESSENTIAL DOWN JACKET,Black,12,8720111609443,714.0,1999,2
KB0KB05879BDS,ESSENTIAL DOWN JACKET,Black,14,8720111609450,714.0,1999,3
KB0KB05879BDS,ESSENTIAL DOWN JACKET,Black,14,8720111609450,714.0,1999,2
KB0KB05879BDS,ESSENTIAL DOWN JACKET,Black,16,8720111609467,714.0,1999,3
KB0KB05879BDS,ESSENTIAL DOWN JACKET,Black,16,8720111609467,714.0,1999,2
KB0KB05879BDS,ESSENTIAL DOWN JACKET,Black,8,8720111609429,714.0,1999,1
KB0KB05879BDS,ESSENTIAL DOWN JACKET,Black,8,8720111609429,714.0,1999,1
KB0KB05879C87,ESSENTIAL DOWN JACKET,Twilight Navy,10,8719862886661,714.0,1999,2
KB0KB05879C87,ESSENTIAL DOWN JACKET,Twilight Navy,10,8719862886661,714.0,1999,1
KB0KB05879C87,ESSENTIAL DOWN JACKET,Twilight Navy,12,8719862887200,714.0,1999,3
KB0KB05879C87,ESSENTIAL DOWN JACKET,Twilight Navy,12,8719862887200,714.0,1999,2
KB0KB05879C87,ESSENTIAL DOWN JACKET,Twilight Navy,14,8719862887507,714.0,1999,3
KB0KB05879C87,ESSENTIAL DOWN JACKET,Twilight Navy,14,8719862887507,714.0,1999,2
KB0KB05879C87,ESSENTIAL DOWN JACKET,Twilight Navy,16,8719862887828,714.0,1999,3
KB0KB05879C87,ESSENTIAL DOWN JACKET,Twilight Navy,16,8719862887828,714.0,1999,2
KB0KB05879C87,ESSENTIAL DOWN JACKET,Twilight Navy,8,8719862886333,714.0,1999,1
KB0KB05879C87,ESSENTIAL DOWN JACKET,Twilight Navy,8,8719862886333,714.0,1999,1
KB0KB05879MRZ,ESSENTIAL DOWN JACKET,Dark Olive,10,8720114803077,714.0,1999,2
KB0KB05879MRZ,ESSENTIAL DOWN JACKET,Dark Olive,10,8720114803077,714.0,1999,1
KB0KB05879MRZ,ESSENTIAL DOWN JACKET,Dark Olive,12,8720114803084,714.0,1999,3
KB0KB05879MRZ,ESSENTIAL DOWN JACKET,Dark Olive,12,8720114803084,714.0,1999,2
KB0KB05879MRZ,ESSENTIAL DOWN JACKET,Dark Olive,14,8720114803091,714.0,1999,3
KB0KB05879MRZ,ESSENTIAL DOWN JACKET,Dark Olive,14,8720114803091,714.0,1999,2
KB0KB05879MRZ,ESSENTIAL DOWN JACKET,Dark Olive,16,8720114803107,714.0,1999,1
KB0KB05879MRZ,ESSENTIAL DOWN JACKET,Dark Olive,16,8720114803107,714.0,1999,2
KB0KB05879MRZ,ESSENTIAL DOWN JACKET,Dark Olive,8,8720114803060,714.0,1999,1
KB0KB05879MRZ,ESSENTIAL DOWN JACKET,Dark Olive,8,8720114803060,714.0,1999,1
KB0KB06751MRZ,REVERSIBLE SHERPA VEST,Dark Olive / Sherpa,10,8720114870529,500.0,1399,2
KB0KB06751MRZ,REVERSIBLE SHERPA VEST,Dark Olive / Sherpa,10,8720114870529,500.0,1399,1
KB0KB06751MRZ,REVERSIBLE SHERPA VEST,Dark Olive / Sherpa,12,8720114870550,500.0,1399,3
KB0KB06751MRZ,REVERSIBLE SHERPA VEST,Dark Olive / Sherpa,12,8720114870550,500.0,1399,2
KB0KB06751MRZ,REVERSIBLE SHERPA VEST,Dark Olive / Sherpa,14,8720114870611,500.0,1399,3
KB0KB06751MRZ,REVERSIBLE SHERPA VEST,Dark Olive / Sherpa,14,8720114870611,500.0,1399,2
KB0KB06751MRZ,REVERSIBLE SHERPA VEST,Dark Olive / Sherpa,16,8720114870666,500.0,1399,3
KB0KB06751MRZ,REVERSIBLE SHERPA VEST,Dark Olive / Sherpa,16,8720114870666,500.0,1399,2
KB0KB06751MRZ,REVERSIBLE SHERPA VEST,Dark Olive / Sherpa,8,8720114870482,500.0,1399,1
KB0KB06751MRZ,REVERSIBLE SHERPA VEST,Dark Olive / Sherpa,8,8720114870482,500.0,1399,1
KB0KB068301BJ,SCANTON SLIM,Darkusedcomf,10,8720114839151,250.0,699,2
KB0KB068301BJ,SCANTON SLIM,Darkusedcomf,10,8720114839151,250.0,699,2
KB0KB068301BJ,SCANTON SLIM,Darkusedcomf,12,8720114839182,250.0,699,3
KB0KB068301BJ,SCANTON SLIM,Darkusedcomf,12,8720114839182,250.0,699,2
KB0KB068301BJ,SCANTON SLIM,Darkusedcomf,14,8720114839311,250.0,699,3
KB0KB068301BJ,SCANTON SLIM,Darkusedcomf,14,8720114839311,250.0,699,3
KB0KB068301BJ,SCANTON SLIM,Darkusedcomf,16,8720114839342,250.0,699,1
KB0KB068301BJ,SCANTON SLIM,Darkusedcomf,16,8720114839342,250.0,699,1
KB0KB068301BJ,SCANTON SLIM,Darkusedcomf,8,8720114839106,250.0,699,1
KB0KB068301BJ,SCANTON SLIM,Darkusedcomf,8,8720114839106,250.0,699,1
KB0KB068401A6,MODERN STRAIGHT EMBROIDERY,Authmedused,10,8720114844742,285.5,799,2
KB0KB068401A6,MODERN STRAIGHT EMBROIDERY,Authmedused,10,8720114844742,285.5,799,2
KB0KB068401A6,MODERN STRAIGHT EMBROIDERY,Authmedused,12,8720114844773,285.5,799,3
KB0KB068401A6,MODERN STRAIGHT EMBROIDERY,Authmedused,12,8720114844773,285.5,799,2
KB0KB068401A6,MODERN STRAIGHT EMBROIDERY,Authmedused,14,8720114844803,285.5,799,3
KB0KB068401A6,MODERN STRAIGHT EMBROIDERY,Authmedused,14,8720114844803,285.5,799,3
KB0KB068401A6,MODERN STRAIGHT EMBROIDERY,Authmedused,16,8720114844827,285.5,799,1
KB0KB068401A6,MODERN STRAIGHT EMBROIDERY,Authmedused,16,8720114844827,285.5,799,1
KB0KB068401A6,MODERN STRAIGHT EMBROIDERY,Authmedused,8,8720114844711,285.5,799,1
KB0KB068401A6,MODERN STRAIGHT EMBROIDERY,Authmedused,8,8720114844711,285.5,799,1
KB0KB06846C87,MOUNTAIN LOGO TEE S/S,Twilight Navy,10,8720114846937,142.5,399,2
KB0KB06846C87,MOUNTAIN LOGO TEE S/S,Twilight Navy,10,8720114846937,142.5,399,2
KB0KB06846C87,MOUNTAIN LOGO TEE S/S,Twilight Navy,12,8720114846968,142.5,399,3
KB0KB06846C87,MOUNTAIN LOGO TEE S/S,Twilight Navy,12,8720114846968,142.5,399,2
KB0KB06846C87,MOUNTAIN LOGO TEE S/S,Twilight Navy,14,8720114846999,142.5,399,3
KB0KB06846C87,MOUNTAIN LOGO TEE S/S,Twilight Navy,14,8720114846999,142.5,399,3
KB0KB06846C87,MOUNTAIN LOGO TEE S/S,Twilight Navy,16,8720114847224,142.5,399,1
KB0KB06846C87,MOUNTAIN LOGO TEE S/S,Twilight Navy,16,8720114847224,142.5,399,1
KB0KB06846C87,MOUNTAIN LOGO TEE S/S,Twilight Navy,8,8720114846913,142.5,399,1
KB0KB06846C87,MOUNTAIN LOGO TEE S/S,Twilight Navy,8,8720114846913,142.5,399,1
KB0KB06847L6C,MOUNTAIN ARTWORK TEE S/S,Forage Green,10,8720114853355,160.5,449,2
KB0KB06847L6C,MOUNTAIN ARTWORK TEE S/S,Forage Green,10,8720114853355,160.5,449,2
KB0KB06847L6C,MOUNTAIN ARTWORK TEE S/S,Forage Green,12,8720114853393,160.5,449,3
KB0KB06847L6C,MOUNTAIN ARTWORK TEE S/S,Forage Green,12,8720114853393,160.5,449,2
KB0KB06847L6C,MOUNTAIN ARTWORK TEE S/S,Forage Green,14,8720114853522,160.5,449,3
KB0KB06847L6C,MOUNTAIN ARTWORK TEE S/S,Forage Green,14,8720114853522,160.5,449,3
KB0KB06847L6C,MOUNTAIN ARTWORK TEE S/S,Forage Green,16,8720114853560,160.5,449,1
KB0KB06847L6C,MOUNTAIN ARTWORK TEE S/S,Forage Green,16,8720114853560,160.5,449,1
KB0KB06847L6C,MOUNTAIN ARTWORK TEE S/S,Forage Green,8,8720114853324,160.5,449,1
KB0KB06847L6C,MOUNTAIN ARTWORK TEE S/S,Forage Green,8,8720114853324,160.5,449,1
KB0KB06847YBR,MOUNTAIN ARTWORK TEE S/S,White,10,8720114841888,160.5,449,2
KB0KB06847YBR,MOUNTAIN ARTWORK TEE S/S,White,10,8720114841888,160.5,449,2
KB0KB06847YBR,MOUNTAIN ARTWORK TEE S/S,White,12,8720114842007,160.5,449,3
KB0KB06847YBR,MOUNTAIN ARTWORK TEE S/S,White,12,8720114842007,160.5,449,2
KB0KB06847YBR,MOUNTAIN ARTWORK TEE S/S,White,14,8720114842045,160.5,449,3
KB0KB06847YBR,MOUNTAIN ARTWORK TEE S/S,White,14,8720114842045,160.5,449,3
KB0KB06847YBR,MOUNTAIN ARTWORK TEE S/S,White,16,8720114842076,160.5,449,1
KB0KB06847YBR,MOUNTAIN ARTWORK TEE S/S,White,16,8720114842076,160.5,449,1
KB0KB06847YBR,MOUNTAIN ARTWORK TEE S/S,White,8,8720114841857,160.5,449,1
KB0KB06847YBR,MOUNTAIN ARTWORK TEE S/S,White,8,8720114841857,160.5,449,1
KB0KB06883C87,MINI WAFFLE CN TEE L/S,Twilight Navy,10,8720114850484,214.0,599,2
KB0KB06883C87,MINI WAFFLE CN TEE L/S,Twilight Navy,10,8720114850484,214.0,599,2
KB0KB06883C87,MINI WAFFLE CN TEE L/S,Twilight Navy,12,8720114850521,214.0,599,3
KB0KB06883C87,MINI WAFFLE CN TEE L/S,Twilight Navy,12,8720114850521,214.0,599,2
KB0KB06883C87,MINI WAFFLE CN TEE L/S,Twilight Navy,14,8720114850545,214.0,599,3
KB0KB06883C87,MINI WAFFLE CN TEE L/S,Twilight Navy,14,8720114850545,214.0,599,3
KB0KB06883C87,MINI WAFFLE CN TEE L/S,Twilight Navy,16,8720114850583,214.0,599,1
KB0KB06883C87,MINI WAFFLE CN TEE L/S,Twilight Navy,16,8720114850583,214.0,599,1
KB0KB06883C87,MINI WAFFLE CN TEE L/S,Twilight Navy,8,8720114850446,214.0,599,1
KB0KB06883C87,MINI WAFFLE CN TEE L/S,Twilight Navy,8,8720114850446,214.0,599,1
KB0KB06893P01,GLOW IN THE DARK ZIP THROUGH,Light Grey Heather,10,8720114839304,321.5,899,2
KB0KB06893P01,GLOW IN THE DARK ZIP THROUGH,Light Grey Heather,10,8720114839304,321.5,899,2
KB0KB06893P01,GLOW IN THE DARK ZIP THROUGH,Light Grey Heather,12,8720114839335,321.5,899,3
KB0KB06893P01,GLOW IN THE DARK ZIP THROUGH,Light Grey Heather,12,8720114839335,321.5,899,2
KB0KB06893P01,GLOW IN THE DARK ZIP THROUGH,Light Grey Heather,14,8720114839366,321.5,899,3
KB0KB06893P01,GLOW IN THE DARK ZIP THROUGH,Light Grey Heather,14,8720114839366,321.5,899,3
KB0KB06893P01,GLOW IN THE DARK ZIP THROUGH,Light Grey Heather,16,8720114839380,321.5,899,1
KB0KB06893P01,GLOW IN THE DARK ZIP THROUGH,Light Grey Heather,16,8720114839380,321.5,899,1
KB0KB06893P01,GLOW IN THE DARK ZIP THROUGH,Light Grey Heather,8,8720114839175,321.5,899,1
KB0KB06893P01,GLOW IN THE DARK ZIP THROUGH,Light Grey Heather,8,8720114839175,321.5,899,1
KB0KB06904P01,TOMMY APPLIQUE LOGO HOODIE,Light Grey Heather,10,8720114843899,285.5,799,2
KB0KB06904P01,TOMMY APPLIQUE LOGO HOODIE,Light Grey Heather,10,8720114843899,285.5,799,2
KB0KB06904P01,TOMMY APPLIQUE LOGO HOODIE,Light Grey Heather,12,8720114844032,285.5,799,3
KB0KB06904P01,TOMMY APPLIQUE LOGO HOODIE,Light Grey Heather,12,8720114844032,285.5,799,2
KB0KB06904P01,TOMMY APPLIQUE LOGO HOODIE,Light Grey Heather,14,8720114844094,285.5,799,3
KB0KB06904P01,TOMMY APPLIQUE LOGO HOODIE,Light Grey Heather,14,8720114844094,285.5,799,3
KB0KB06904P01,TOMMY APPLIQUE LOGO HOODIE,Light Grey Heather,16,8720114844230,285.5,799,1
KB0KB06904P01,TOMMY APPLIQUE LOGO HOODIE,Light Grey Heather,16,8720114844230,285.5,799,1
KB0KB06904P01,TOMMY APPLIQUE LOGO HOODIE,Light Grey Heather,8,8720114843868,285.5,799,1
KB0KB06904P01,TOMMY APPLIQUE LOGO HOODIE,Light Grey Heather,8,8720114843868,285.5,799,1
KB0KB06906C87,RIB INSERT SWEATPANTS,Twilight Navy,10,8720114892071,285.5,799,2
KB0KB06906C87,RIB INSERT SWEATPANTS,Twilight Navy,12,8720114892101,285.5,799,3
KB0KB06906C87,RIB INSERT SWEATPANTS,Twilight Navy,14,8720114892132,285.5,799,3
KB0KB06906C87,RIB INSERT SWEATPANTS,Twilight Navy,16,8720114892163,285.5,799,1
KB0KB06906C87,RIB INSERT SWEATPANTS,Twilight Navy,8,8720114892040,285.5,799,1
KB0KB06919C87,TH WARM TURTLENECK SWEATER,Twilight Navy,10,8720114835740,321.5,899,2
KB0KB06919C87,TH WARM TURTLENECK SWEATER,Twilight Navy,10,8720114835740,321.5,899,2
KB0KB06919C87,TH WARM TURTLENECK SWEATER,Twilight Navy,12,8720114835757,321.5,899,3
KB0KB06919C87,TH WARM TURTLENECK SWEATER,Twilight Navy,12,8720114835757,321.5,899,2
KB0KB06919C87,TH WARM TURTLENECK SWEATER,Twilight Navy,14,8720114835764,321.5,899,3
KB0KB06919C87,TH WARM TURTLENECK SWEATER,Twilight Navy,14,8720114835764,321.5,899,3
KB0KB06919C87,TH WARM TURTLENECK SWEATER,Twilight Navy,16,8720114835771,321.5,899,1
KB0KB06919C87,TH WARM TURTLENECK SWEATER,Twilight Navy,16,8720114835771,321.5,899,1
KB0KB06919C87,TH WARM TURTLENECK SWEATER,Twilight Navy,8,8720114835733,321.5,899,1
KB0KB06919C87,TH WARM TURTLENECK SWEATER,Twilight Navy,8,8720114835733,321.5,899,1
KB0KB06973YBR,HILFIGER GLOW TAPE TEE L/S,White,10,8720114875739,196.5,549,2
KB0KB06973YBR,HILFIGER GLOW TAPE TEE L/S,White,10,8720114875739,196.5,549,2
KB0KB06973YBR,HILFIGER GLOW TAPE TEE L/S,White,12,8720114875807,196.5,549,3
KB0KB06973YBR,HILFIGER GLOW TAPE TEE L/S,White,12,8720114875807,196.5,549,2
KB0KB06973YBR,HILFIGER GLOW TAPE TEE L/S,White,14,8720114875838,196.5,549,3
KB0KB06973YBR,HILFIGER GLOW TAPE TEE L/S,White,14,8720114875838,196.5,549,3
KB0KB06973YBR,HILFIGER GLOW TAPE TEE L/S,White,16,8720114875869,196.5,549,1
KB0KB06973YBR,HILFIGER GLOW TAPE TEE L/S,White,16,8720114875869,196.5,549,1
KB0KB06973YBR,HILFIGER GLOW TAPE TEE L/S,White,8,8720114875708,196.5,549,1
KB0KB06973YBR,HILFIGER GLOW TAPE TEE L/S,White,8,8720114875708,196.5,549,1
KG0KG06093C87,TEXTURED STRIPE DRESS L/S,Twilight Navy,10,8720114889842,392.5,1099,2
KG0KG06093C87,TEXTURED STRIPE DRESS L/S,Twilight Navy,10,8720114889842,392.5,1099,2
KG0KG06093C87,TEXTURED STRIPE DRESS L/S,Twilight Navy,12,8720114889880,392.5,1099,1
KG0KG06093C87,TEXTURED STRIPE DRESS L/S,Twilight Navy,12,8720114889880,392.5,1099,2
KG0KG06093C87,TEXTURED STRIPE DRESS L/S,Twilight Navy,14,8720114890015,392.5,1099,3
KG0KG06093C87,TEXTURED STRIPE DRESS L/S,Twilight Navy,14,8720114890015,392.5,1099,3
KG0KG06093C87,TEXTURED STRIPE DRESS L/S,Twilight Navy,16,8720114890039,392.5,1099,1
KG0KG06093C87,TEXTURED STRIPE DRESS L/S,Twilight Navy,16,8720114890039,392.5,1099,1
KG0KG06093C87,TEXTURED STRIPE DRESS L/S,Twilight Navy,8,8720114889811,392.5,1099,1
KG0KG06093C87,TEXTURED STRIPE DRESS L/S,Twilight Navy,8,8720114889811,392.5,1099,1
KG0KG06120P01,ESSENTIAL SWEAT DRESS,Light Grey Heather,10,8720114877160,321.5,899,2
KG0KG06120P01,ESSENTIAL SWEAT DRESS,Light Grey Heather,10,8720114877160,321.5,899,2
KG0KG06120P01,ESSENTIAL SWEAT DRESS,Light Grey Heather,12,8720114877306,321.5,899,3
KG0KG06120P01,ESSENTIAL SWEAT DRESS,Light Grey Heather,12,8720114877306,321.5,899,2
KG0KG06120P01,ESSENTIAL SWEAT DRESS,Light Grey Heather,14,8720114877344,321.5,899,3
KG0KG06120P01,ESSENTIAL SWEAT DRESS,Light Grey Heather,14,8720114877344,321.5,899,3
KG0KG06120P01,ESSENTIAL SWEAT DRESS,Light Grey Heather,16,8720114877382,321.5,899,1
KG0KG06120P01,ESSENTIAL SWEAT DRESS,Light Grey Heather,16,8720114877382,321.5,899,1
KG0KG06120P01,ESSENTIAL SWEAT DRESS,Light Grey Heather,8,8720114877122,321.5,899,1
KG0KG06120P01,ESSENTIAL SWEAT DRESS,Light Grey Heather,8,8720114877122,321.5,899,1
KG0KG06157C87,FLOWER EMBROIDERED HOODIE,Twilight Navy,10,8720114863583,321.5,899,2
KG0KG06157C87,FLOWER EMBROIDERED HOODIE,Twilight Navy,10,8720114863583,321.5,899,2
KG0KG06157C87,FLOWER EMBROIDERED HOODIE,Twilight Navy,12,8720114863729,321.5,899,3
KG0KG06157C87,FLOWER EMBROIDERED HOODIE,Twilight Navy,12,8720114863729,321.5,899,2
KG0KG06157C87,FLOWER EMBROIDERED HOODIE,Twilight Navy,14,8720114863774,321.5,899,3
KG0KG06157C87,FLOWER EMBROIDERED HOODIE,Twilight Navy,14,8720114863774,321.5,899,3
KG0KG06157C87,FLOWER EMBROIDERED HOODIE,Twilight Navy,16,8720114863835,321.5,899,1
KG0KG06157C87,FLOWER EMBROIDERED HOODIE,Twilight Navy,16,8720114863835,321.5,899,1
KG0KG06157C87,FLOWER EMBROIDERED HOODIE,Twilight Navy,8,8720114863545,321.5,899,1
KG0KG06157C87,FLOWER EMBROIDERED HOODIE,Twilight Navy,8,8720114863545,321.5,899,1
KG0KG06165TPI,MULTI SHINE PRINT TEE L/S,Pale Primrose,10,8720114893559,178.5,499,2
KG0KG06165TPI,MULTI SHINE PRINT TEE L/S,Pale Primrose,10,8720114893559,178.5,499,2
KG0KG06165TPI,MULTI SHINE PRINT TEE L/S,Pale Primrose,12,8720114893566,178.5,499,3
KG0KG06165TPI,MULTI SHINE PRINT TEE L/S,Pale Primrose,12,8720114893566,178.5,499,2
KG0KG06165TPI,MULTI SHINE PRINT TEE L/S,Pale Primrose,14,8720114893573,178.5,499,3
KG0KG06165TPI,MULTI SHINE PRINT TEE L/S,Pale Primrose,14,8720114893573,178.5,499,3
KG0KG06165TPI,MULTI SHINE PRINT TEE L/S,Pale Primrose,16,8720114893580,178.5,499,1
KG0KG06165TPI,MULTI SHINE PRINT TEE L/S,Pale Primrose,16,8720114893580,178.5,499,1
KG0KG06165TPI,MULTI SHINE PRINT TEE L/S,Pale Primrose,8,8720114893542,178.5,499,1
KG0KG06165TPI,MULTI SHINE PRINT TEE L/S,Pale Primrose,8,8720114893542,178.5,499,1
KN0KN01362ABI,BABY BRANDED SWEATPANT,Smooth Stone,56,8720114861497,196.5,549,1
KN0KN01362ABI,BABY BRANDED SWEATPANT,Smooth Stone,56,8720114861497,196.5,549,1
KN0KN01362ABI,BABY BRANDED SWEATPANT,Smooth Stone,62,8720114861749,196.5,549,2
KN0KN01362ABI,BABY BRANDED SWEATPANT,Smooth Stone,62,8720114861749,196.5,549,1
KN0KN01362ABI,BABY BRANDED SWEATPANT,Smooth Stone,68,8720114861787,196.5,549,2
KN0KN01362ABI,BABY BRANDED SWEATPANT,Smooth Stone,68,8720114861787,196.5,549,2
KN0KN01362ABI,BABY BRANDED SWEATPANT,Smooth Stone,74,8720114861930,196.5,549,2
KN0KN01362ABI,BABY BRANDED SWEATPANT,Smooth Stone,74,8720114861930,196.5,549,1
